,Title,Production_Budget,Domestic_Gross,Worldwide_Gross,Profit,Original_Language,Popularity,TMDB_Rating,Vote_Count,Quarter_Num,Year,IMDB_Rating,Runtime,Genre
299,Cinderella,2900000.0,85000000.0,263591415.0,260691415.0,ru,0.955,4.6,8,2,2012,6.9,105.0,Dram
300,Cinderella,2900000.0,85000000.0,263591415.0,260691415.0,en,29.055999999999997,6.7,4517,1,2015,6.9,105.0,Dram
345,xXx: Return of Xander Cage,85000000.0,44898413.0,345033359.0,260033359.0,en,21.749000000000002,5.6,2452,1,2017,5.2,107.0,Acti
886,Pitch Perfect 2,29000000.0,184296230.0,287625468.0,258625468.0,en,18.469,6.8,3599,2,2015,6.4,115.0,Come
793,Bridesmaids,32500000.0,169211718.0,289632023.0,257132023.0,en,9.805,6.5,2783,2,2011,6.8,125.0,Come
193,Home,130000000.0,177397510.0,385997896.0,255997896.0,en,12.835,6.8,2372,1,2015,6.6,94.0,Adve
194,Home,130000000.0,177397510.0,385997896.0,255997896.0,en,0.6,4.7,14,1,2016,6.6,94.0,Adve
192,Home,130000000.0,177397510.0,385997896.0,255997896.0,ru,1.8230000000000002,5.4,11,4,2011,6.6,94.0,Adve
1149,Neighbors,18000000.0,150086800.0,270944428.0,252944428.0,en,14.979000000000001,6.2,4536,2,2014,6.3,97.0,Come
131,Godzilla,125000000.0,136314294.0,376000000.0,251000000.0,en,24.982,6.1,5053,2,2014,6.4,123.0,Acti
1638,Get Out,5000000.0,176040665.0,255367951.0,250367951.0,en,24.739,7.5,8760,1,2017,7.7,104.0,Horr
1637,Get Out,5000000.0,176040665.0,255367951.0,250367951.0,en,0.8340000000000001,5.5,8,1,2010,7.7,104.0,Horr
1593,Annabelle,6500000.0,84273813.0,256862920.0,250362920.0,en,13.989,5.6,3357,4,2014,5.4,99.0,Horr
458,Maze Runner: The Scorch Trials,61000000.0,81697192.0,310566162.0,249566162.0,en,17.31,6.6,6365,3,2015,6.3,131.0,Acti
238,Fantastic Four,87500000.0,154696080.0,333132750.0,245632750.0,en,16.36,4.4,3837,3,2015,4.3,100.0,Acti
1231,Halloween,10000000.0,159342015.0,254900667.0,244900667.0,en,20.839000000000002,6.4,2020,4,2018,6.6,106.0,Horr
208,The Adventures of Tintin,130000000.0,77591831.0,373993951.0,243993951.0,en,11.981,6.8,3251,4,2011,7.3,107.0,Acti
375,Journey 2: The Mysterious Island,79000000.0,103860290.0,318146162.0,239146162.0,en,14.454,5.9,2152,1,2012,5.8,94.0,Acti
259,The Smurfs 2,110000000.0,71017784.0,348547523.0,238547523.0,en,12.940999999999999,5.7,1200,3,2013,5.4,105.0,Adve
501,Resident Evil: Afterlife,57500000.0,60128566.0,295874190.0,238374190.0,en,0.667,5.9,2119,3,2010,5.9,96.0,Acti
327,Now You See Me 2,90000000.0,65075540.0,328325007.0,238325007.0,en,25.805,6.8,6744,2,2016,6.5,129.0,Acti
403,The SpongeBob Movie: Sponge Out of Water,74000000.0,162994032.0,311013181.0,237013181.0,en,13.815,5.7,1165,1,2015,6.0,92.0,Adve
174,G.I. Joe: Retaliation,140000000.0,122523060.0,375740705.0,235740705.0,en,15.065,5.5,3883,1,2013,5.8,110.0,Acti
187,Penguins of Madagascar,132000000.0,83350911.0,366942531.0,234942531.0,en,20.899,6.4,2273,4,2014,6.7,92.0,Adve
862,Baahubali 2: The Conclusion,30000000.0,18985794.0,263502914.0,233502914.0,te,10.405999999999999,7.0,252,2,2017,8.3,167.0,Acti
101,Snow White and the Huntsman,170000000.0,155136755.0,401021746.0,231021746.0,en,21.233,5.9,5258,2,2012,6.1,127.0,Acti
711,We're the Millers,37000000.0,150394119.0,267816276.0,230816276.0,en,14.745999999999999,6.8,5231,3,2013,7.0,110.0,Come
356,The Lego Batman Movie,80000000.0,175750384.0,310660018.0,230660018.0,en,19.352,7.2,2882,1,2017,7.3,104.0,Acti
172,Captain America: The First Avenger,140000000.0,176654505.0,370569776.0,230569776.0,en,25.808000000000003,6.9,12810,3,2011,6.9,124.0,Acti
212,Night at the Museum: Secret of the Tomb,127000000.0,113746621.0,353756621.0,226756621.0,en,20.064,6.1,3536,4,2014,6.2,98.0,Adve
207,Noah,130000000.0,101200044.0,352831065.0,222831065.0,en,13.905,5.6,3955,1,2014,5.8,138.0,Acti
206,Noah,130000000.0,101200044.0,352831065.0,222831065.0,en,0.6,7.6,11,3,2013,5.8,138.0,Acti
64,Pacific Rim,190000000.0,101802906.0,411002906.0,221002906.0,en,16.759,6.8,7632,3,2013,6.9,131.0,Acti
253,300: Rise of an Empire,110000000.0,106580051.0,330780051.0,220780051.0,en,23.68,6.0,3870,1,2014,6.2,102.0,Acti
154,Mad Max: Fury Road,150000000.0,153636354.0,370098020.0,220098020.0,en,28.099,7.4,14454,2,2015,8.1,120.0,Acti
360,Shutter Island,80000000.0,128012934.0,299461782.0,219461782.0,en,18.06,8.1,12625,1,2010,8.1,138.0,Myst
113,Independence Day: Resurgence,165000000.0,103144286.0,384169424.0,219169424.0,en,15.732000000000001,5.1,3911,2,2016,5.2,120.0,Acti
221,Trolls,125000000.0,153707064.0,344150134.0,219150134.0,en,16.285999999999998,6.6,1880,4,2016,6.5,92.0,Adve
222,Trolls,125000000.0,153707064.0,344150134.0,219150134.0,en,16.285999999999998,6.6,1880,4,2016,6.5,92.0,Adve
638,American Hustle,40000000.0,150117807.0,257878294.0,217878294.0,en,12.481,6.8,4443,4,2013,7.2,138.0,Crim
639,American Hustle,40000000.0,150117807.0,257878294.0,217878294.0,en,12.481,6.8,4443,4,2013,7.2,138.0,Crim
728,True Grit,35000000.0,171243005.0,252276928.0,217276928.0,en,13.118,7.2,2816,4,2010,7.6,110.0,Adve
1046,Silver Linings Playbook,21000000.0,132092958.0,236412453.0,215412453.0,en,15.350999999999999,7.1,7636,4,2012,7.7,122.0,Come
56,The Mummy,195000000.0,80101125.0,409953905.0,214953905.0,en,18.53,5.5,4391,2,2017,5.5,110.0,Acti
1227,The Imitation Game,15000000.0,91125143.0,227740463.0,212740463.0,en,33.078,8.1,10396,4,2014,8.0,114.0,Biog
313,A Good Day to Die Hard,92000000.0,67349198.0,304249198.0,212249198.0,en,15.857999999999999,5.2,4437,1,2013,5.3,98.0,Acti
279,The Expendables 2,100000000.0,85028192.0,311979256.0,211979256.0,en,17.215999999999998,6.2,4219,3,2012,6.6,103.0,Acti
201,Mary Poppins Returns,130000000.0,171958438.0,341528518.0,211528518.0,en,30.419,6.6,1457,4,2018,6.9,130.0,Come
274,Little Fockers,100000000.0,148438600.0,310650574.0,210650574.0,en,12.152999999999999,5.6,1883,4,2010,5.5,98.0,Come
93,Cars 3,175000000.0,152901115.0,383541369.0,208541369.0,en,18.427,6.7,2596,2,2017,6.8,102.0,Adve
433,Lincoln,65000000.0,182207973.0,273346281.0,208346281.0,en,12.693,6.8,2261,4,2012,7.4,150.0,Biog
815,Crazy Rich Asians,30000000.0,174532921.0,238099711.0,208099711.0,en,17.969,7.1,1496,3,2018,7.0,120.0,Come
538,Super 8,50000000.0,127004179.0,257972745.0,207972745.0,en,14.39,6.7,3934,2,2011,7.0,112.0,Myst
933,Hidden Figures,25000000.0,169607287.0,231771716.0,206771716.0,en,14.751,8.0,4710,4,2016,7.8,127.0,Biog
932,Hidden Figures,25000000.0,169607287.0,231771716.0,206771716.0,en,14.751,8.0,4710,4,2016,7.8,127.0,Biog
513,Paddington,55000000.0,76223578.0,258789097.0,203789097.0,en,13.565,7.0,1904,1,2015,7.2,95.0,Adve
1642,Paranormal Activity 3,5000000.0,104028807.0,207039844.0,202039844.0,en,9.669,5.9,1197,4,2011,5.8,83.0,Horr
302,Sex and the City 2,95000000.0,95347692.0,294680778.0,199680778.0,en,9.986,5.9,809,2,2010,4.4,146.0,Come
386,Grown Ups,75000000.0,162001186.0,272223430.0,197223430.0,en,14.290999999999999,6.1,3171,2,2010,6.0,102.0,Come
1137,Bad Teacher,19000000.0,100292856.0,215448997.0,196448997.0,en,13.549000000000001,5.5,2894,2,2011,5.7,92.0,Come
227,Total Recall,65000000.0,119394839.0,261400000.0,196400000.0,en,17.243,5.9,3486,3,2012,6.3,118.0,Acti
377,Cloudy with a Chance of Meatballs 2,78000000.0,119793567.0,274392649.0,196392649.0,en,18.335,6.4,1679,3,2013,6.4,95.0,Adve
132,X-Men: First Class,160000000.0,146408305.0,355408305.0,195408305.0,en,1.4469999999999998,7.2,8211,2,2011,7.7,131.0,Acti
781,Baby Driver,34000000.0,107825862.0,228104185.0,194104185.0,en,22.895,7.4,8034,2,2017,7.6,113.0,Acti
84,Edge of Tomorrow,178000000.0,100206256.0,370541256.0,192541256.0,en,19.753,7.6,8047,2,2014,7.9,113.0,Acti
255,Passengers,110000000.0,100014699.0,302239672.0,192239672.0,en,14.074000000000002,6.8,7869,4,2016,7.0,116.0,Dram
254,Passengers,110000000.0,100014699.0,302239672.0,192239672.0,en,14.074000000000002,6.8,7869,4,2016,7.0,116.0,Dram
203,Megamind,130000000.0,148415853.0,321887208.0,191887208.0,en,22.855,6.8,3635,4,2010,7.3,95.0,Acti
339,Divergent,85000000.0,150947895.0,276014965.0,191014965.0,en,16.982,6.9,8279,1,2014,6.7,139.0,Acti
216,Teenage Mutant Ninja Turtles,13500000.0,135265915.0,202000000.0,188500000.0,en,25.619,5.8,4259,3,2014,5.8,101.0,Acti
1069,Me Before You,20000000.0,56245075.0,208265198.0,188265198.0,en,16.917,7.7,5939,2,2016,7.4,106.0,Dram
931,The Help,25000000.0,169705587.0,213120004.0,188120004.0,en,12.597999999999999,8.1,3944,3,2011,8.1,146.0,Dram
552,American Reunion,50000000.0,56758835.0,236799211.0,186799211.0,en,17.199,6.2,2679,2,2012,6.7,113.0,Come
621,The Heat,43000000.0,159581587.0,229727774.0,186727774.0,en,16.912,6.6,2441,2,2013,6.6,117.0,Acti
353,The Expendables,82000000.0,103068524.0,268268174.0,186268174.0,en,21.517,6.1,4647,3,2010,6.5,103.0,Acti
642,The Social Network,40000000.0,96962694.0,224922135.0,184922135.0,en,15.889000000000001,7.2,6116,4,2010,7.7,120.0,Biog
161,The Great Wall,150000000.0,45157105.0,334486852.0,184486852.0,en,19.144000000000002,5.8,2775,1,2017,6.0,103.0,Acti
329,Tomb Raider,90000000.0,58250803.0,273477501.0,183477501.0,en,24.968000000000004,6.3,4310,1,2018,6.3,119.0,Acti
618,Argo,44500000.0,136025503.0,227140757.0,182640757.0,en,15.793,7.2,5127,4,2012,7.7,120.0,Biog
281,Hercules,70000000.0,99112101.0,250700000.0,180700000.0,en,23.921999999999997,5.6,2606,3,2014,6.0,98.0,Acti
225,Skyscraper,125000000.0,68420120.0,304115534.0,179115534.0,en,26.229,6.1,2177,3,2018,5.8,102.0,Acti
248,Ferdinand,111000000.0,84410380.0,289847930.0,178847930.0,en,19.479,7.1,1425,4,2017,6.7,108.0,Adve
247,Ferdinand,111000000.0,84410380.0,289847930.0,178847930.0,en,19.479,7.1,1425,4,2017,6.7,108.0,Adve
282,The Tourist,100000000.0,67631157.0,278731369.0,178731369.0,en,10.307,6.1,3133,4,2010,6.0,103.0,Acti
462,Sully,60000000.0,125070033.0,238524556.0,178524556.0,en,18.148,7.1,3924,3,2016,7.5,96.0,Biog
730,Horrible Bosses,35000000.0,117538559.0,212417601.0,177417601.0,en,14.058,6.5,3842,3,2011,6.9,98.0,Come
1134,The Shape of Water,19500000.0,63859435.0,195790794.0,176290794.0,en,22.025,7.2,7224,4,2017,7.3,123.0,Adve
1133,The Shape of Water,19500000.0,63859435.0,195790794.0,176290794.0,en,22.025,7.2,7224,4,2017,7.3,123.0,Adve
447,Resident Evil: Retribution,65000000.0,42345531.0,240647629.0,175647629.0,en,1.325,5.7,2321,3,2012,5.4,95.0,Acti
1783,Paranormal Activity 2,3000000.0,84752907.0,177512032.0,174512032.0,en,8.163,5.7,1342,4,2010,5.7,91.0,Horr
893,Straight Outta Compton,28000000.0,161197785.0,202182981.0,174182981.0,en,11.731,7.7,2048,3,2015,7.9,147.0,Biog
892,Straight Outta Compton,28000000.0,161197785.0,202182981.0,174182981.0,en,11.731,7.7,2048,3,2015,7.9,147.0,Biog
546,Non-Stop,50000000.0,91742160.0,222383055.0,172383055.0,en,13.562000000000001,6.8,3330,1,2014,7.0,106.0,Acti
545,Non-Stop,50000000.0,91742160.0,222383055.0,172383055.0,en,2.2640000000000002,5.6,23,4,2013,7.0,106.0,Acti
156,The Last Airbender,150000000.0,131772187.0,319713881.0,169713881.0,en,16.595,4.6,2143,3,2010,4.1,103.0,Acti
78,The Legend of Tarzan,180000000.0,126643061.0,348902025.0,168902025.0,en,14.797,5.8,4102,3,2016,6.3,110.0,Acti
233,Oblivion,120000000.0,89107235.0,287916633.0,167916633.0,en,18.534000000000002,6.5,6850,2,2013,7.0,124.0,Acti
816,The Vow,30000000.0,125014030.0,197618160.0,167618160.0,en,13.046,7.1,2409,1,2012,6.8,104.0,Dram
536,Central Intelligence,50000000.0,127440871.0,217194805.0,167194805.0,en,14.478,6.3,3133,2,2016,6.3,107.0,Acti
358,Grown Ups 2,80000000.0,133668525.0,247023808.0,167023808.0,en,11.289000000000001,5.9,2090,3,2013,5.4,101.0,Come
547,The Emoji Movie,50000000.0,86089513.0,216562312.0,166562312.0,en,14.88,5.4,1447,3,2017,3.2,86.0,Adve
232,Elysium,120000000.0,93050117.0,286192091.0,166192091.0,en,17.663,6.4,5406,3,2013,6.6,109.0,Acti
507,Captain Phillips,55000000.0,107136417.0,220648184.0,165648184.0,en,15.482999999999999,7.6,3909,4,2013,7.8,134.0,Biog
530,Valentine's Day,52000000.0,110485654.0,217569328.0,165569328.0,en,11.187000000000001,5.8,1907,1,2010,5.7,125.0,Come
553,Hansel & Gretel: Witch Hunters,50000000.0,55703475.0,214949716.0,164949716.0,en,15.982000000000001,5.9,4548,1,2013,6.1,88.0,Acti
539,Creed II,50000000.0,115715889.0,213591522.0,163591522.0,en,26.906999999999996,6.7,2236,4,2018,7.2,130.0,Dram
1566,Magic Mike,7000000.0,113721571.0,170549753.0,163549753.0,en,13.7,6.1,1850,2,2012,6.1,110.0,Come
278,Epic,100000000.0,107518682.0,262794441.0,162794441.0,en,13.995,6.4,1670,2,2013,6.7,102.0,Adve
168,Rise of the Guardians,145000000.0,103412758.0,306900902.0,161900902.0,en,14.934000000000001,7.3,3697,4,2012,7.3,97.0,Acti
62,The Great Gatsby,190000000.0,144840419.0,351040419.0,161040419.0,en,15.397,7.4,7120,2,2013,7.3,143.0,Dram
1068,12 Years a Slave,20000000.0,56671993.0,181025343.0,161025343.0,en,16.493,7.9,6631,4,2013,8.1,134.0,Biog
1063,Bad Moms,20000000.0,113257297.0,180998716.0,160998716.0,en,14.332,6.5,2600,3,2016,6.2,100.0,Come
625,21 Jump Street,42000000.0,138447667.0,202812429.0,160812429.0,en,14.835999999999999,6.8,6527,1,2012,7.2,109.0,Acti
205,Salt,130000000.0,118311368.0,290650494.0,160650494.0,en,13.025,6.3,3240,3,2010,6.4,100.0,Acti
323,Alvin and the Chipmunks: The Road Chip,90000000.0,85886987.0,249517956.0,159517956.0,en,14.972999999999999,5.8,852,4,2015,5.1,92.0,Adve
1402,Insidious: The Last Key,10000000.0,67745330.0,167885588.0,157885588.0,en,16.017,6.1,1306,1,2018,5.7,103.0,Horr
465,Jack Reacher,60000000.0,80070736.0,217370736.0,157370736.0,en,18.312,6.4,4155,4,2012,7.0,130.0,Acti
651,The Intern,40000000.0,75764672.0,197115710.0,157115710.0,en,14.377,7.1,3373,3,2015,7.1,121.0,Come
504,Into the Woods,56200000.0,128002372.0,213116401.0,156916401.0,en,13.725999999999999,5.7,2880,4,2014,6.0,125.0,Adve
446,Everest,65000000.0,43482270.0,221297061.0,156297061.0,en,19.9,6.7,2874,3,2015,7.1,121.0,Acti
445,Everest,65000000.0,43482270.0,221297061.0,156297061.0,en,19.9,6.7,2874,3,2015,7.1,121.0,Acti
591,Arrival,47000000.0,100546139.0,203127894.0,156127894.0,en,25.441999999999997,7.4,10387,4,2016,7.9,116.0,Dram
590,Arrival,47000000.0,100546139.0,203127894.0,156127894.0,en,25.441999999999997,7.4,10387,4,2016,7.9,116.0,Dram
1065,The Descendants,20000000.0,82624961.0,175507800.0,155507800.0,en,10.444,6.8,1522,4,2011,7.3,115.0,Come
224,The Bourne Legacy,125000000.0,113203870.0,280355920.0,155355920.0,en,18.05,6.1,3630,3,2012,6.7,135.0,Acti
157,Wrath of the Titans,150000000.0,83670083.0,305270083.0,155270083.0,en,14.991,5.6,2442,1,2012,5.7,99.0,Acti
649,The Other Woman,40000000.0,83911193.0,195111193.0,155111193.0,en,11.894,6.3,2276,2,2014,6.0,109.0,Come
650,The Other Woman,40000000.0,83911193.0,195111193.0,155111193.0,fr,6.359,4.9,60,2,2018,6.0,109.0,Come
648,The Other Woman,40000000.0,83911193.0,195111193.0,155111193.0,en,9.15,6.2,220,1,2011,6.0,109.0,Come
325,Pixels,90000000.0,78765986.0,244041804.0,154041804.0,en,23.029,5.6,4423,3,2015,5.6,105.0,Acti
324,Pixels,90000000.0,78765986.0,244041804.0,154041804.0,en,2.1719999999999997,7.1,35,2,2010,5.6,105.0,Acti
257,Real Steel,110000000.0,85463309.0,263880341.0,153880341.0,en,14.811,6.8,4566,4,2011,7.1,127.0,Acti
182,Turbo,135000000.0,83028130.0,286896578.0,151896578.0,en,14.876,6.1,1758,3,2013,6.4,96.0,Adve
1062,Jackass 3D,20000000.0,117229692.0,171685793.0,151685793.0,en,10.715,6.3,655,4,2010,7.0,95.0,Acti
295,The Peanuts Movie,99000000.0,130178411.0,250091610.0,151091610.0,en,11.344000000000001,6.6,894,4,2015,7.1,88.0,Adve
294,The Peanuts Movie,99000000.0,130178411.0,250091610.0,151091610.0,en,11.344000000000001,6.6,894,4,2015,7.1,88.0,Adve
70,Star Trek Beyond,185000000.0,158848340.0,335802233.0,150802233.0,en,19.142,6.7,4275,3,2016,7.1,122.0,Acti
412,Dracula Untold,70000000.0,55991880.0,220241723.0,150241723.0,en,29.043000000000003,6.2,3719,4,2014,6.3,92.0,Acti
321,The Girl with the Dragon Tattoo,90000000.0,102515793.0,239373970.0,149373970.0,en,17.823,7.3,3971,4,2011,7.8,158.0,Crim
424,Ted 2,68000000.0,81476385.0,217214143.0,149214143.0,en,17.684,6.1,4227,2,2015,6.3,115.0,Come
1344,"Three Billboards Outside Ebbing, Missouri",12000000.0,54513740.0,160191915.0,148191915.0,en,17.808,8.2,5432,4,2017,8.2,115.0,Crim
1343,"Three Billboards Outside Ebbing, Missouri",12000000.0,54513740.0,160191915.0,148191915.0,en,17.808,8.2,5432,4,2017,8.2,115.0,Crim
437,Due Date,65000000.0,100539043.0,211739043.0,146739043.0,en,12.445,6.3,2973,4,2010,6.5,95.0,Adve
464,Eat Pray Love,60000000.0,80574010.0,206598789.0,146598789.0,en,9.991,6.0,1208,3,2010,5.8,133.0,Dram
65,The Good Dinosaur,187500000.0,123087120.0,333771037.0,146271037.0,en,17.675,6.7,3135,4,2015,6.7,93.0,Adve
66,The Good Dinosaur,187500000.0,123087120.0,333771037.0,146271037.0,en,17.675,6.7,3135,4,2015,6.7,93.0,Adve
400,Inferno,75000000.0,34343574.0,219519367.0,144519367.0,en,17.41,5.9,3877,4,2016,6.2,121.0,Acti
401,Inferno,75000000.0,34343574.0,219519367.0,144519367.0,en,17.41,5.9,3877,4,2016,6.2,121.0,Acti
1644,Lights Out,5000000.0,67268835.0,148806510.0,143806510.0,en,12.408,6.3,2220,3,2016,6.3,81.0,Dram
280,Hercules,100000000.0,72688614.0,243388614.0,143388614.0,en,23.921999999999997,5.6,2606,3,2014,6.0,98.0,Acti
239,Knight and Day,117000000.0,76423035.0,258751370.0,141751370.0,en,17.713,6.0,2494,2,2010,6.3,109.0,Acti
296,Alien: Covenant,97000000.0,74262031.0,238521247.0,141521247.0,en,24.651,5.9,4971,2,2017,6.4,122.0,Horr
599,Pitch Perfect 3,45000000.0,104897530.0,185736412.0,140736412.0,en,14.89,6.5,1884,4,2017,5.8,93.0,Come
598,Pitch Perfect 3,45000000.0,104897530.0,185736412.0,140736412.0,en,14.89,6.5,1884,4,2017,5.8,93.0,Come
818,Looper,30000000.0,66486205.0,170466405.0,140466405.0,en,16.779,6.8,6723,3,2012,7.4,113.0,Acti
729,Identity Thief,35000000.0,134506920.0,175361578.0,140361578.0,en,13.552999999999999,5.8,2230,1,2013,5.7,111.0,Adve
510,The Equalizer,55000000.0,101530738.0,192903624.0,137903624.0,en,28.941999999999997,7.2,4989,3,2014,7.2,132.0,Acti
1647,Paranormal Activity 4,5000000.0,53900335.0,142817992.0,137817992.0,en,8.965,5.4,1026,4,2012,4.6,88.0,Horr
483,Smurfs: The Lost Village,60000000.0,45020282.0,197578586.0,137578586.0,en,15.663,6.2,736,2,2017,6.0,90.0,Adve
1345,Lion,12000000.0,51739495.0,149570720.0,137570720.0,en,17.215999999999998,8.1,3833,4,2016,8.1,118.0,Biog
1346,Lion,12000000.0,51739495.0,149570720.0,137570720.0,en,17.215999999999998,8.1,3833,4,2016,8.1,118.0,Biog
713,Creed,37000000.0,109767581.0,173567581.0,136567581.0,en,16.355999999999998,7.3,4010,4,2015,7.6,133.0,Dram
712,Creed,37000000.0,109767581.0,173567581.0,136567581.0,en,16.355999999999998,7.3,4010,4,2015,7.6,133.0,Dram
389,Immortals,75000000.0,83504017.0,211562435.0,136562435.0,en,14.774000000000001,5.8,1431,4,2011,6.0,110.0,Acti
138,Pacific Rim: Uprising,155000000.0,59874525.0,290930148.0,135930148.0,en,30.019000000000002,5.9,2213,1,2018,5.6,111.0,Acti
835,Step Up 3D,30000000.0,42400223.0,165889117.0,135889117.0,en,17.174,6.7,1160,3,2010,6.2,107.0,Dram
467,London Has Fallen,60000000.0,62524260.0,195194085.0,135194085.0,en,15.287,5.9,2591,1,2016,5.9,99.0,Acti
364,Smallfoot,80000000.0,83240103.0,213691277.0,133691277.0,en,26.230999999999998,6.6,600,3,2018,6.7,96.0,Adve
1228,Mama,15000000.0,71628180.0,148095566.0,133095566.0,en,11.982999999999999,6.1,2421,1,2013,6.2,100.0,Horr
808,The Grand Budapest Hotel,31000000.0,59076019.0,163981261.0,132981261.0,en,18.31,8.0,8091,1,2014,8.1,99.0,Adve
787,Step Up Revolution,33000000.0,35074677.0,165552290.0,132552290.0,en,10.925,6.8,1252,3,2012,6.5,99.0,Dram
822,Midnight in Paris,30000000.0,56816662.0,162502774.0,132502774.0,en,13.171,7.5,3965,2,2011,7.7,94.0,Come
363,Fury,80000000.0,85817906.0,210315681.0,130315681.0,en,29.116999999999997,7.4,6653,4,2014,7.6,134.0,Acti
744,In Time,35000000.0,37553932.0,165103952.0,130103952.0,en,18.912,6.8,6245,4,2011,6.7,109.0,Acti
549,The Post,50000000.0,81903458.0,179748880.0,129748880.0,en,15.550999999999998,7.0,2506,4,2017,7.2,116.0,Biog
548,The Post,50000000.0,81903458.0,179748880.0,129748880.0,en,15.550999999999998,7.0,2506,4,2017,7.2,116.0,Biog
686,The Impossible,40000000.0,19019882.0,169590606.0,129590606.0,en,14.66,7.2,3614,4,2012,7.6,114.0,Dram
807,Flight,31000000.0,93772375.0,160558438.0,129558438.0,en,11.692,6.7,3582,4,2012,7.3,138.0,Dram
603,The Girl on the Train,45000000.0,75395035.0,174278214.0,129278214.0,en,11.927,6.3,3479,4,2016,6.5,112.0,Crim
601,The Girl on the Train,45000000.0,75395035.0,174278214.0,129278214.0,en,1.595,5.9,25,3,2014,6.5,112.0,Crim
602,The Girl on the Train,45000000.0,75395035.0,174278214.0,129278214.0,en,11.927,6.3,3479,4,2016,6.5,112.0,Crim
656,Hacksaw Ridge,40000000.0,67209615.0,168904682.0,128904682.0,en,24.074,8.1,6608,4,2016,8.1,139.0,Biog
655,Hacksaw Ridge,40000000.0,67209615.0,168904682.0,128904682.0,en,24.074,8.1,6608,4,2016,8.1,139.0,Biog
934,Ride Along,25000000.0,134202565.0,153733800.0,128733800.0,en,10.831,6.2,1277,1,2014,6.2,99.0,Acti
913,Limitless,27000000.0,79249455.0,155564919.0,128564919.0,en,19.453,7.1,6295,1,2011,7.4,105.0,Myst
175,Exodus: Gods and Kings,140000000.0,65014513.0,268314513.0,128314513.0,en,26.789,5.7,2909,4,2014,6.0,150.0,Acti
431,Need for Speed,66000000.0,43568507.0,194169619.0,128169619.0,en,13.722999999999999,6.1,2389,1,2014,6.5,132.0,Acti
303,Percy Jackson & the Olympians: The Lightning Thief,95000000.0,88768303.0,223050874.0,128050874.0,en,26.691,6.1,4229,1,2010,5.9,118.0,Adve
453,Hop,63000000.0,108085305.0,188657593.0,125657593.0,en,14.738,5.6,611,2,2011,5.4,95.0,Adve
167,Mr. Peabody & Sherman,145000000.0,111506430.0,269806430.0,124806430.0,en,12.812999999999999,6.6,1357,1,2014,6.8,92.0,Adve
361,Yogi Bear,80000000.0,100246011.0,204774690.0,124774690.0,en,9.096,5.3,387,4,2010,4.6,80.0,Adve
1405,The Best Exotic Marigold Hotel,10000000.0,46383639.0,134639780.0,124639780.0,en,8.665,6.9,756,2,2012,7.3,124.0,Come
937,No Strings Attached,25000000.0,70662220.0,149228078.0,124228078.0,en,14.203,6.2,2612,1,2011,6.2,108.0,Come
